Guest_ID,Repeater
19847,1
12433,1
10273,1
12457,1
22903,1
22449,1
14787,1
15158,1
22185,1
14633,1
12862,1
14141,1
12410,1
22130,1
21527,1
16946,1
21437,1
18551,1
16658,1
18969,1
11242,1
17307,1
11053,1
11617,1
22904,1
22475,1
21487,1
16013,1
12692,1
18744,1
12029,1
16374,1
12825,1
16069,1
19257,1
13926,1
19172,1
19494,1
10901,1
10309,1
14372,1
10340,1
12133,1
10659,1
22155,1
22462,1
14584,1
16192,1
22500,1
15844,1
19662,1
16515,1
22523,1
16768,1
21372,1
14590,1
11001,1
12207,1
19391,1
16336,1
20579,1
17855,1
12027,1
19719,1
22995,1
19050,1
16449,1
12190,1
11282,1
21757,1
16600,1
13803,1
14725,1
10933,1
12010,1
19752,1
13596,1
15845,1
10705,1
18952,1
22902,1
12726,1
22059,1
22473,1
10019,1
14095,1
20001,1
20443,1
15599,1
22843,1
10993,1
16759,1
11956,1
19175,1
21106,1
22832,1
19230,1
18380,1
11611,1
11522,1
20146,1
17523,1
15765,1
10888,1
10750,1
14734,1
20063,1
17606,1
19588,1
16359,1
12982,1
13056,1
15184,1
17223,1
16364,1
19043,1
20827,1
11449,1
11887,1
16152,1
21132,1
10731,1
10428,1
18794,1
21618,1
12664,1
14992,1
11068,1
15826,1
16228,1
11171,1
12859,1
12296,1
13518,1
17925,1
13220,1
17694,1
17421,1
10960,1
19045,1
12585,1
12141,1
16384,1
21820,1
15803,1
18187,1
17035,1
13995,1
21491,1
14862,1
18253,1
19690,1
12775,1
17326,1
10645,1
11039,1
14066,1
18850,1
12533,1
18242,1
13607,1
22870,1
12781,1
11581,1
15222,1
17935,1
12653,1
22485,1
17397,1
12166,1
21369,1
19787,1
20769,1
21875,1
19776,1
12380,1
22729,1
18993,1
21070,1
19331,1
22706,1
20702,1
16404,1
11161,1
18048,1
21724,1
11655,1
15472,1
11929,1
19593,1
15046,1
11519,1
15608,1
19116,1
17723,1
10946,1
19005,1
15477,1
21476,1
10817,1
20805,1
10848,1
15755,1
15442,1
12967,1
20532,1
14990,1
20418,1
19673,1
10604,1
18328,1
12149,1
10819,1
20818,1
17279,1
14561,1
22845,1
11759,1
15004,1
13844,1
11941,1
21111,1
18990,1
11998,1
20678,1
22892,1
22932,1
16117,1
14430,1
17806,1
17430,1
22079,1
10154,1
11167,1
10913,1
13443,1
12884,1
17712,1
17519,1
16342,1
19158,1
16465,1
10507,1
20176,1
20636,1
11156,1
20943,1
12821,1
13089,1
21117,1
22332,1
15427,1
13335,1
17753,1
16133,1
21810,1
16339,1
20762,1
13308,1
12378,1
12188,1
12187,1
19330,1
17911,1
10408,1
21936,1
12810,1
11349,1
13090,1
21000,1
12754,1
12960,1
20015,1
15151,1
18903,1
21439,1
12228,1
18177,1
21727,1
16261,1
10149,1
15856,1
21506,1
16019,1
22023,1
11453,1
13890,1
12336,1
11417,1
21459,1
12038,1
15546,1
15989,1
12621,1
18011,1
13001,1
12227,1
19275,1
20597,1
13406,1
18838,1
22045,1
17840,1
17488,1
20188,1
10287,1
11036,1
15518,1
17113,1
14969,1
10741,1
22464,1
20447,1
22820,1
18895,1
22888,1
14453,1
17061,1
16520,1
12938,1
17195,1
17611,1
17730,1
11038,1
12012,1
16684,1
19724,1
10411,1
10373,1
17044,1
13193,1
19046,1
16659,1
14277,1
21194,1
18107,1
17472,1
15135,1
21708,1
12103,1
10015,1
10302,1
18992,1
18063,1
15476,1
12323,1
13935,1
11120,1
19323,1
12783,1
12254,1
17218,1
19406,1
10054,1
14680,1
10460,1
11507,1
15848,1
12861,1
10632,1
17866,1
13944,1
17269,1
18542,1
11544,1
10566,1
18178,1
16504,1
18576,1
11437,1
19357,1
18160,1
13108,1
16264,1
10591,1
16535,1
18533,1
10087,1
10319,1
15367,1
12839,1
21609,1
18241,1
19606,1
19333,1
13356,1
15030,1
10814,1
20559,1
22333,1
20103,1
19669,1
21084,1
17767,1
15879,1
12787,1
18225,1
11117,1
17032,1
14668,1
20147,1
16277,1
14280,1
22487,1
13292,1
22940,1
19643,1
19405,1
19883,1
13979,1
10344,1
17259,1
12150,1
11457,1
21880,1
20117,1
15157,1
10028,1
16862,1
21279,1
22674,1
20129,1
12009,1
21994,1
15373,1
19095,1
14002,1
14208,1
21670,1
12514,1
20196,1
19969,1
19319,1
20369,1
18418,1
13087,1
17559,1
19677,1
21951,1
21890,1
18082,1
12435,1
11557,1
12174,1
21448,1
18492,1
12208,1
16190,1
15244,1
16233,1
16665,1
22947,1
